0.21342182	0.13413933	0.20212454	-0.10356583	-0.14208254	0.19074024	0.22155933	0.04898191	-0.092168026	0.22584747	-0.15852238	0.25718814	-0.0584332	0.19410191	0.15333876	-0.16489723
0.112075314	0.08463301	0.12387769	-0.079290956	-0.13087344	0.1597283	0.15886548	0.09997059	-0.12688579	0.078913905	-0.18199006	0.18126059	-0.112816185	0.14063253	0.12255746	-0.17733453
0.11922528	0.10268097	0.07075536	-0.04090816	-0.093969755	0.010121455	0.10402475	0.081890844	-0.075725555	0.051327236	-0.08893812	0.11592275	-0.06940287	0.06246617	-0.004697867	-0.07222101
0.18826836	0.13202994	0.09572986	-0.10014206	-0.116958134	0.1055693	0.20765507	0.05821597	-0.16362965	0.03486508	-0.16372776	0.12857917	-0.1613123	0.17185368	0.09440295	-0.053459346
0.38226822	0.47046682	0.35932294	-0.40720257	-0.41917732	0.4445997	0.028579835	0.30772474	-0.4173344	0.20904529	-0.4252778	0.3865974	-0.42390186	0.36331478	0.37094876	-0.4013294
0.12827635	-0.0532604	0.12484549	-0.00852515	-0.15394628	0.09966446	0.44769347	-0.1282998	0.08374432	0.043125976	0.061893277	0.10712598	0.109301224	-0.027626254	-0.016794533	0.054268938
-0.025360359	0.026601927	-0.0468015	-0.03465721	0.016443068	-0.036905773	0.08976279	0.060883556	0.03250468	0.03842841	0.002374849	0.03413777	0.15922715	-0.10839576	-0.11073655	0.030952245
0.2042676	0.20156479	0.15381552	-0.18614282	-0.19066633	0.20563532	0.10976529	0.06450729	-0.18961622	0.05869605	-0.23597857	0.23367348	-0.1969507	0.2190169	0.19332907	-0.23068713
0.2737313	0.26153088	0.27483508	-0.2535479	-0.30766585	0.281219	0.098886035	0.21070045	-0.20008934	0.08245762	-0.3175547	0.33201888	-0.30770186	0.3213767	0.2472158	-0.18903963
-0.03578248	0.010541118	0.053655803	-0.09353262	0.034555286	-0.1286541	0.15798466	0.012623633	-0.007854668	0.04265015	-0.009850093	0.034700286	0.13767858	-0.030505178	-0.08031078	0.029885892
0.04771213	0.112346	0.075759195	-0.03020322	0.016356053	0.06335517	0.37728977	0.026867123	0.002298769	-0.06846314	0.0020160438	0.044466134	-0.025036123	0.027199311	-0.038472902	0.053315125
0.15738289	-0.008673461	-0.015888855	-0.092512	-0.037003037	0.0918661	0.20169218	0.010832084	-0.064807005	0.14286773	-0.05787822	-0.029287621	-0.08696746	0.012362306	-0.0018421919	-0.05275621
0.041239157	0.028498841	-0.053364508	0.06413073	0.02382179	0.009171132	0.29977894	-0.058335014	-0.048130844	0.03491117	-0.06609618	-0.008653583	-0.0057213767	0.041388303	-0.085121766	-0.1137531
-0.03726557	-0.017440712	0.028382955	-0.02076063	0.028784284	-0.06828958	0.042712	0.017203277	0.003888123	0.033462163	-0.037224215	-0.0432869	0.14892128	-0.103268	-0.14164867	0.006703503
0.26066378	0.31947345	0.215935	-0.3664307	-0.25437406	0.2909211	0.15864637	0.34117022	-0.30499548	0.26616096	-0.3069679	0.29018113	-0.2765814	0.32484138	0.2586211	-0.29544157
-0.0075967284	-0.042069536	0.053956307	0.01564678	0.024238635	-0.10319382	0.09235216	0.07431768	0.064858235	-0.0086532105	-0.033110093	0.03818783	0.11761345	-0.014721129	-0.1371762	0.041308187
0.027503101	0.04899448	-0.030285142	-0.032232784	0.021701818	-0.04684471	0.18746655	-0.014866889	0.011775665	0.003644571	-0.07693667	-0.063157886	0.057539247	-0.07611693	-0.08782817	0.05457804
0.0022323565	-0.031662334	-0.03821074	-0.011148275	-0.035694916	-0.043432716	0.015910566	-0.056687746	0.012933848	-0.08029514	0.00096210797	0.03690132	-0.019615255	-0.05840498	-0.15400185	-0.0022891029
